,cocacola,logistic_water,logistic_soda,case
14R70236270,True,False,True,Case 1
14R70236272,True,False,True,Case 1
14R70236273,True,False,True,Case 1
14R70236275,True,False,True,Case 1
14R70236280,True,False,True,Case 1
14R70236281,True,False,True,Case 1
14R70236284,True,False,True,Case 1
14R70236285,True,False,True,Case 1
14R70236286,True,False,True,Case 1
14R70236289,True,False,True,Case 1
14R70236290,True,False,True,Case 1
14R70236294,True,False,True,Case 1
14R70236296,True,False,False,Case 2
14R70236297,True,False,True,Case 1
14R70236298,True,False,True,Case 1
14R70236300,True,False,True,Case 1
14R70236301,True,False,True,Case 1
14R70236302,True,False,True,Case 1
14R70236303,True,False,True,Case 1
14R70236304,True,False,True,Case 1
14R70236305,True,False,True,Case 1
14R70236306,True,False,True,Case 1
14R70236308,True,False,True,Case 1
14R70236310,True,False,True,Case 1
14R70236312,True,False,True,Case 1
14R70236313,True,False,True,Case 1
14R70236314,True,False,True,Case 1
14R70236315,True,False,True,Case 1
14R70236316,True,False,True,Case 1
14R70236318,True,False,True,Case 1
14R70236326,True,False,False,Case 2
14R70236330,True,False,True,Case 1
14R70236332,True,False,True,Case 1
14R70236335,True,False,True,Case 1
14R70236336,True,False,True,Case 1
14R70236340,True,False,True,Case 1
14R70236347,True,False,True,Case 1
14R70236348,True,False,True,Case 1
14R70236349,True,False,True,Case 1
14R70236351,True,False,True,Case 1
14R70236353,True,False,True,Case 1
14R70236354,True,False,True,Case 1
14R70236355,True,False,True,Case 1
14R70236356,True,False,True,Case 1
14R70236357,True,False,True,Case 1
14R70236358,True,False,True,Case 1
14R70236360,True,False,True,Case 1
14R70236361,True,False,True,Case 1
14R70236363,True,False,True,Case 1
14R70236364,True,False,True,Case 1
14R70236365,True,False,True,Case 1
14R70236366,True,False,True,Case 1
14R70236368,True,False,True,Case 1
14R70236369,True,False,True,Case 1
14R70236370,True,False,True,Case 1
14R70236372,True,False,True,Case 1
14R70236373,True,False,True,Case 1
14R70236374,True,False,True,Case 1
14R70236375,True,False,True,Case 1
14R70236376,True,False,True,Case 1
14R70236377,True,False,True,Case 1
14R70236378,True,False,True,Case 1
14R70236379,True,False,True,Case 1
14R70236380,True,False,True,Case 1
14R70236381,True,False,True,Case 1
14R70236382,True,False,True,Case 1
14R70236385,True,False,True,Case 1
14R70236387,True,False,True,Case 1
14R70236391,True,False,True,Case 1
14R70236395,True,False,True,Case 1
14R70236397,True,False,True,Case 1
14R70236398,True,False,True,Case 1
14R70236400,True,False,True,Case 1
14R70236401,True,False,True,Case 1
14R70236402,True,False,True,Case 1
14R70236403,True,False,True,Case 1
14R70236404,True,False,True,Case 1
14R70236407,True,False,True,Case 1
14R70236408,True,False,True,Case 1
14R70236410,True,False,True,Case 1
14R70236411,True,False,True,Case 1
14R70236412,True,False,True,Case 1
14R70236413,True,False,True,Case 1
14R70236414,True,False,True,Case 1
14R70236416,True,False,True,Case 1
14R70236419,True,False,True,Case 1
14R70236420,True,False,True,Case 1
14R70236421,True,False,True,Case 1
14R70236422,True,False,True,Case 1
14R70236423,True,False,True,Case 1
14R70236424,True,False,True,Case 1
14R70236425,True,False,True,Case 1
14R70236426,True,False,True,Case 1
14R70236428,True,False,True,Case 1
14R70236430,True,False,True,Case 1
14R70236431,True,False,True,Case 1
14R70236432,True,False,True,Case 1
14R70236433,True,False,True,Case 1
14R70236434,True,False,True,Case 1
14R70236438,True,False,True,Case 1
14R70236439,True,False,True,Case 1
14R70236441,True,False,True,Case 1
14R70236445,True,False,True,Case 1
14R70236446,True,False,True,Case 1
14R70236447,True,False,True,Case 1
14R70236450,True,False,True,Case 1
14R70236457,True,False,True,Case 1
14R70236463,True,False,True,Case 1
14R70236466,True,False,True,Case 1
14R70236467,True,False,True,Case 1
14R70236469,True,False,True,Case 1
14R70236470,True,False,True,Case 1
14R70236471,True,False,True,Case 1
14R70236472,True,False,True,Case 1
14R70236473,True,False,True,Case 1
14R70236474,True,False,True,Case 1
14R70236475,True,False,True,Case 1
14R70236476,True,False,True,Case 1
14R70236477,True,False,True,Case 1
14R70236478,True,False,True,Case 1
14R70236479,True,False,True,Case 1
14R70236482,True,False,True,Case 1
14R70236483,True,False,True,Case 1
14R70236484,True,False,True,Case 1
14R70236486,True,False,True,Case 1
14R70236487,True,False,True,Case 1
14R70236488,True,False,True,Case 1
14R70236489,True,False,True,Case 1
14R70236490,True,False,True,Case 1
14R70236491,True,False,True,Case 1
14R70236493,True,False,True,Case 1
14R70236497,True,False,True,Case 1
14R70236498,True,False,True,Case 1
14R70236499,True,False,True,Case 1
14R70236501,True,False,True,Case 1
14R70236502,True,False,True,Case 1
14R70236503,True,False,True,Case 1
14R70236506,True,False,True,Case 1
14R70236511,True,False,True,Case 1
14R70236514,True,False,True,Case 1
14R70236515,True,False,True,Case 1
14R70236519,True,False,True,Case 1
14R70236528,True,False,True,Case 1
14R70236530,True,False,True,Case 1
14R70236531,True,False,True,Case 1
14R70236532,True,False,True,Case 1
14R70236533,True,False,True,Case 1
14R70236534,True,False,True,Case 1
14R70236535,True,False,True,Case 1
14R70236536,True,False,True,Case 1
14R70236538,True,False,True,Case 1
14R70236539,True,False,True,Case 1
14R70236540,True,False,True,Case 1
14R70236541,True,False,True,Case 1
14R70236542,True,False,True,Case 1
14R70236543,True,False,True,Case 1
14R70236544,True,False,True,Case 1
14R70236545,True,False,True,Case 1
14R70236546,True,False,True,Case 1
14R70236547,True,False,True,Case 1
14R70236548,True,False,True,Case 1
14R70236549,True,False,True,Case 1
14R70236550,True,False,True,Case 1
14R70236552,True,False,True,Case 1
14R70236554,True,False,True,Case 1
14R70236555,True,False,True,Case 1
14R70236556,True,False,True,Case 1
14R70236561,True,False,True,Case 1
14R70236564,True,False,True,Case 1
14R70236565,True,False,True,Case 1
14R70236567,True,False,True,Case 1
14R70236573,True,False,True,Case 1
14R70236574,True,False,True,Case 1
14R70236578,True,False,True,Case 1
14R70236580,True,False,True,Case 1
14R70236581,True,False,True,Case 1
14R70236582,True,False,True,Case 1
14R70236583,True,False,True,Case 1
14R70236584,True,False,True,Case 1
14R70236585,True,False,True,Case 1
14R70236586,True,False,True,Case 1
14R70236588,True,False,True,Case 1
14R70236589,True,False,True,Case 1
14R70236590,True,False,True,Case 1
14R70236592,True,False,True,Case 1
14R70236593,True,False,True,Case 1
14R70236594,True,False,True,Case 1
14R70236595,True,False,True,Case 1
14R70236596,True,False,True,Case 1
14R70236597,True,False,True,Case 1
14R70236598,True,False,True,Case 1
14R70236599,True,False,True,Case 1
14R70236600,True,False,True,Case 1
14R70236603,True,False,True,Case 1
14R70236604,True,False,True,Case 1
14R70236605,True,False,True,Case 1
14R70236606,True,False,True,Case 1
14R70236607,True,False,True,Case 1
14R70236608,True,False,True,Case 1
14R70236610,True,False,True,Case 1
14R70236611,True,False,True,Case 1
14R70236612,True,False,True,Case 1
14R70236613,True,False,True,Case 1
14R70236620,True,False,True,Case 1
14R70236630,True,False,True,Case 1
14R70236631,True,False,True,Case 1
14R70236637,True,False,True,Case 1
14R70236638,True,False,True,Case 1
14R70236640,True,False,True,Case 1
14R70236641,True,False,True,Case 1
14R70236642,True,False,True,Case 1
14R70236643,True,False,True,Case 1
14R70236645,True,False,True,Case 1
14R70236647,True,False,True,Case 1
14R70236648,True,False,True,Case 1
14R70236649,True,False,True,Case 1
14R70236650,True,False,True,Case 1
14R70236651,True,False,True,Case 1
14R70236652,True,False,True,Case 1
14R70236653,True,False,True,Case 1
14R70236655,True,False,True,Case 1
14R70236656,True,False,True,Case 1
14R70236657,True,False,True,Case 1
14R70236658,True,False,True,Case 1
14R70236659,True,False,True,Case 1
14R70236660,True,False,True,Case 1
14R70236661,True,False,True,Case 1
14R70236662,True,False,True,Case 1
14R70236663,True,False,True,Case 1
14R70236664,True,False,True,Case 1
14R70236665,True,False,True,Case 1
14R70236666,True,False,True,Case 1
14R70236669,True,False,True,Case 1
14R70236670,True,False,True,Case 1
14R70236671,True,False,True,Case 1
14R70236672,True,False,True,Case 1
14R70236673,True,False,True,Case 1
14R70236679,True,False,True,Case 1
14R70236680,True,False,True,Case 1
14R70236685,True,False,True,Case 1
14R70236687,True,False,True,Case 1
14R70236688,True,False,True,Case 1
14R70236689,True,False,True,Case 1
14R70236691,True,False,True,Case 1
14R70236698,True,False,True,Case 1
14R70236699,True,False,True,Case 1
14R70236700,True,False,True,Case 1
14R70236701,True,False,True,Case 1
14R70236702,True,False,True,Case 1
14R70236703,True,False,True,Case 1
14R70236707,True,False,True,Case 1
14R70236710,True,False,True,Case 1
14R70236711,True,False,True,Case 1
14R70236712,True,False,True,Case 1
14R70236713,True,False,True,Case 1
14R70236714,True,False,True,Case 1
14R70236715,True,False,True,Case 1
14R70236716,True,False,True,Case 1
14R70236717,True,False,True,Case 1
14R70236718,True,False,True,Case 1
14R70236719,True,False,True,Case 1
14R70236721,True,False,True,Case 1
14R70236723,True,False,True,Case 1
14R70236724,True,False,True,Case 1
14R70236725,True,False,True,Case 1
14R70236726,True,False,True,Case 1
14R70236727,True,False,True,Case 1
14R70236740,True,False,True,Case 1
14R70236741,True,False,True,Case 1
14R70236743,True,False,True,Case 1
14R70236744,True,False,True,Case 1
14R70236745,True,False,True,Case 1
14R70236746,True,False,True,Case 1
14R70236747,True,False,True,Case 1
14R70236748,True,False,True,Case 1
14R70236749,True,False,True,Case 1
14R70236750,True,False,True,Case 1
14R70236751,True,False,True,Case 1
14R70236752,True,False,True,Case 1
14R70236753,True,False,True,Case 1
14R70236754,True,False,True,Case 1
14R70236755,True,False,True,Case 1
14R70236756,True,False,True,Case 1
14R70236757,True,False,True,Case 1
14R70236758,True,False,True,Case 1
14R70236760,True,False,True,Case 1
14R70236761,True,False,True,Case 1
14R70236762,True,False,True,Case 1
14R70236763,True,False,True,Case 1
14R70236764,True,False,True,Case 1
14R70236765,True,False,True,Case 1
14R70236766,True,False,True,Case 1
14R70236768,True,False,True,Case 1
14R70236769,True,False,True,Case 1
14R70236776,True,False,True,Case 1
14R70236778,True,False,True,Case 1
14R70236779,True,False,True,Case 1
14R70236780,True,False,True,Case 1
14R70236782,True,False,True,Case 1
14R70236783,True,False,True,Case 1
14R70236786,True,False,True,Case 1
14R70236790,True,False,True,Case 1
14R70236793,True,False,True,Case 1
14R70236794,True,False,True,Case 1
14R70236796,True,False,True,Case 1
14R70236798,True,False,True,Case 1
14R70236799,True,False,True,Case 1
14R70236800,True,False,True,Case 1
14R70236801,True,False,True,Case 1
14R70236802,True,False,True,Case 1
14R70236810,True,False,True,Case 1
14R70236811,True,False,True,Case 1
14R70236812,True,False,True,Case 1
14R70236814,True,False,True,Case 1
14R70236815,True,False,True,Case 1
14R70236816,True,False,True,Case 1
14R70236817,True,False,True,Case 1
14R70236818,True,False,True,Case 1
14R70236819,True,False,True,Case 1
14R70236820,True,False,True,Case 1
14R70236824,True,False,True,Case 1
14R70236825,True,False,True,Case 1
14R70236826,True,False,True,Case 1
14R70236827,True,False,True,Case 1
14R70236828,True,False,True,Case 1
14R70236830,True,False,True,Case 1
14R70236833,True,False,True,Case 1
14R70236835,True,False,True,Case 1
14R70236836,True,False,True,Case 1
14R70236837,True,False,True,Case 1
14R70236838,True,False,True,Case 1
14R70236839,True,False,True,Case 1
14R70236842,True,False,True,Case 1
14R70236843,True,False,True,Case 1
14R70236846,True,False,True,Case 1
14R70236862,True,False,True,Case 1
14R70236863,True,False,True,Case 1
14R70236864,True,False,True,Case 1
14R70236865,True,False,True,Case 1
14R70236867,True,False,True,Case 1
14R70236869,True,False,True,Case 1
14R70236870,True,False,True,Case 1
14R70236871,True,False,True,Case 1
14R70236872,True,False,True,Case 1
14R70236875,True,False,True,Case 1
14R70236876,True,False,True,Case 1
14R70236877,True,False,True,Case 1
14R70236879,True,False,True,Case 1
14R70236881,True,False,True,Case 1
14R70236883,True,False,True,Case 1
14R70236884,True,False,True,Case 1
14R70236886,True,False,True,Case 1
14R70236887,True,False,True,Case 1
14R70236888,True,False,True,Case 1
14R70236889,True,False,True,Case 1
14R70236891,True,False,True,Case 1
14R70236892,True,False,True,Case 1
14R70236893,True,False,True,Case 1
14R70236894,True,False,True,Case 1
14R70236895,True,False,True,Case 1
14R70236896,True,False,True,Case 1
14R70236902,True,False,True,Case 1
14R70236905,True,False,True,Case 1
14R70236906,True,False,True,Case 1
14R70236909,True,False,True,Case 1
14R70236910,True,False,True,Case 1
14R70236913,True,False,True,Case 1
14R70236914,True,False,True,Case 1
14R70236915,True,False,True,Case 1
14R70236916,True,False,True,Case 1
14R70236924,True,False,True,Case 1
14R70236925,True,False,True,Case 1
14R70236926,True,False,True,Case 1
14R70236927,True,False,True,Case 1
14R70236929,True,False,True,Case 1
14R70236930,True,False,True,Case 1
14R70236931,True,False,True,Case 1
14R70236932,True,False,True,Case 1
14R70236933,True,False,True,Case 1
14R70236934,True,False,True,Case 1
14R70236936,True,False,True,Case 1
14R70236937,True,False,True,Case 1
14R70236938,True,False,True,Case 1
14R70236940,True,False,True,Case 1
14R70236941,True,False,True,Case 1
14R70236942,True,False,True,Case 1
14R70236943,True,False,True,Case 1
14R70236944,True,False,True,Case 1
14R70236945,True,False,True,Case 1
14R70236947,True,False,True,Case 1
14R70236948,True,False,True,Case 1
14R70236949,True,False,True,Case 1
14R70236950,True,False,True,Case 1
14R70236951,True,False,True,Case 1
14R70236952,True,False,True,Case 1
14R70236953,True,False,True,Case 1
14R70236954,True,False,True,Case 1
14R70236955,True,False,True,Case 1
14R70236956,True,False,True,Case 1
14R70236957,True,False,True,Case 1
14R70236959,True,False,True,Case 1
14R70236960,True,False,True,Case 1
14R70236963,True,False,True,Case 1
14R70236964,True,False,True,Case 1
14R70236965,True,False,True,Case 1
14R70236966,True,False,True,Case 1
14R70236967,True,False,True,Case 1
14R70236969,True,False,True,Case 1
14R70236970,True,False,True,Case 1
14R70236974,True,False,True,Case 1
14R70236975,True,False,True,Case 1
14R70236977,True,False,True,Case 1
14R70236979,True,False,True,Case 1
14R70236984,True,False,True,Case 1
14R70236988,True,False,True,Case 1
14R70236989,True,False,True,Case 1
14R70236990,True,False,True,Case 1
14R70236991,True,False,True,Case 1
14R70236993,True,False,True,Case 1
14R70236994,True,False,True,Case 1
14R70236995,True,False,True,Case 1
14R70236996,True,False,True,Case 1
14R70236997,True,False,True,Case 1
14R70236998,True,False,True,Case 1
14R70236999,True,False,True,Case 1
14R70237000,True,False,True,Case 1
14R70237001,True,False,True,Case 1
14R70237004,True,False,True,Case 1
14R70237005,True,False,True,Case 1
14R70237007,True,False,True,Case 1
14R70237008,True,False,True,Case 1
14R70237009,True,False,True,Case 1
14R70237012,True,False,True,Case 1
14R70237014,True,False,True,Case 1
14R70237016,True,False,True,Case 1
14R70237018,True,False,True,Case 1
14R70237019,True,False,True,Case 1
14R70237021,True,False,True,Case 1
14R70237022,True,False,True,Case 1
14R70237023,True,False,True,Case 1
14R70237024,True,False,True,Case 1
14R70237025,True,False,True,Case 1
14R70237026,True,False,True,Case 1
14R70237027,True,False,True,Case 1
14R70237029,True,False,False,Case 2
14R70237030,True,False,True,Case 1
14R70237033,True,False,True,Case 1
14R70237034,True,False,True,Case 1
14R70237035,True,False,True,Case 1
14R70237036,True,False,True,Case 1
14R70237037,True,False,True,Case 1
14R70237038,True,False,True,Case 1
14R70237040,True,False,True,Case 1
14R70237050,True,False,True,Case 1
14R70237051,True,False,True,Case 1
14R70237054,True,False,True,Case 1
14R70237055,True,False,True,Case 1
14R70237056,True,False,True,Case 1
14R70237057,True,False,True,Case 1
14R70237058,True,False,True,Case 1
14R70237059,True,False,True,Case 1
14R70237060,True,False,True,Case 1
14R70237061,True,False,True,Case 1
14R70237062,True,False,True,Case 1
14R70237063,True,False,True,Case 1
14R70237064,True,False,True,Case 1
14R70237065,True,False,True,Case 1
14R70237066,True,False,True,Case 1
14R70237068,True,False,True,Case 1
14R70237069,True,False,True,Case 1
14R70237070,True,False,True,Case 1
14R70237071,True,False,True,Case 1
14R70237072,True,False,True,Case 1
14R70237073,True,False,True,Case 1
14R70237074,True,False,True,Case 1
14R70237075,True,False,True,Case 1
14R70237077,True,False,True,Case 1
14R70237078,True,False,True,Case 1
14R70237079,True,False,True,Case 1
14R70237080,True,False,True,Case 1
14R70237081,True,False,True,Case 1
14R70237082,True,False,True,Case 1
14R70237086,True,False,True,Case 1
14R70237087,True,False,True,Case 1
14R70237088,True,False,True,Case 1
14R70237095,True,False,True,Case 1
14R70237100,True,False,True,Case 1
14R70237103,True,False,True,Case 1
14R70237104,True,False,True,Case 1
14R70237105,True,False,True,Case 1
14R70237106,True,False,True,Case 1
14R70237108,True,False,True,Case 1
14R70237112,True,False,True,Case 1
14R70237113,True,False,False,Case 2
14R70237114,True,False,True,Case 1
14R70237116,True,False,True,Case 1
14R70237117,True,False,True,Case 1
14R70237118,True,False,True,Case 1
14R70237119,True,False,True,Case 1
14R70237120,True,False,True,Case 1
14R70237121,True,False,True,Case 1
14R70237122,True,False,True,Case 1
14R70237124,True,False,True,Case 1
14R70237125,True,False,True,Case 1
14R70237127,True,False,True,Case 1
14R70237128,True,False,True,Case 1
14R70237129,True,False,True,Case 1
14R70237131,True,False,True,Case 1
14R70237132,True,False,True,Case 1
14R70237133,True,False,True,Case 1
14R70237134,True,False,True,Case 1
14R70237135,True,False,True,Case 1
14R70237136,True,False,True,Case 1
14R70237137,True,False,True,Case 1
14R70237138,True,False,True,Case 1
14R70237139,True,False,True,Case 1
14R70237140,True,False,True,Case 1
14R70237141,True,False,True,Case 1
14R70237142,True,False,True,Case 1
14R70237144,True,False,True,Case 1
14R70237145,True,False,True,Case 1
14R70237153,True,False,True,Case 1
14R70237154,True,False,True,Case 1
14R70237157,True,False,True,Case 1
14R70237158,True,False,True,Case 1
14R70237160,True,False,True,Case 1
14R70237161,True,False,True,Case 1
14R70237162,True,False,True,Case 1
14R70237163,True,False,True,Case 1
14R70237166,True,False,True,Case 1
14R70237167,True,False,True,Case 1
14R70237168,True,False,True,Case 1
14R70237169,True,False,True,Case 1
14R70237173,True,False,True,Case 1
14R70237174,True,False,True,Case 1
14R70237181,True,False,True,Case 1
14R70237182,True,False,True,Case 1
14R70237183,True,False,True,Case 1
14R70237186,True,False,True,Case 1
14R70237187,True,False,True,Case 1
14R70237188,True,False,True,Case 1
14R70237192,True,False,True,Case 1
14R70237193,True,False,True,Case 1
14R70237194,True,False,False,Case 2
14R70237195,True,False,True,Case 1
14R70237196,True,False,True,Case 1
14R70237197,True,False,True,Case 1
14R70237198,True,False,True,Case 1
14R70237199,True,False,True,Case 1
14R70237200,True,False,True,Case 1
14R70237203,True,False,False,Case 2
14R70237206,True,False,True,Case 1
14R70237208,True,False,True,Case 1
14R70237209,True,False,True,Case 1
14R70237210,True,False,True,Case 1
14R70237212,True,False,True,Case 1
14R70237213,True,False,True,Case 1
14R70237214,True,False,False,Case 2
14R70237215,True,False,True,Case 1
14R70237217,True,False,True,Case 1
14R70237218,True,False,True,Case 1
14R70237219,True,False,True,Case 1
14R70237220,True,False,True,Case 1
14R70237221,True,False,True,Case 1
14R70237225,True,False,True,Case 1
14R70237226,True,False,True,Case 1
14R70237227,True,False,True,Case 1
14R70237233,True,False,True,Case 1
14R70237234,True,False,True,Case 1
14R70237235,True,False,True,Case 1
14R70237236,True,False,True,Case 1
14R70237237,True,False,True,Case 1
14R70237238,True,False,True,Case 1
14R70237239,True,False,True,Case 1
14R70237240,True,False,True,Case 1
14R70237241,True,False,True,Case 1
14R70237242,True,False,True,Case 1
14R70237243,True,False,True,Case 1
14R70237244,True,False,True,Case 1
14R70237245,True,False,True,Case 1
14R70237246,True,False,True,Case 1
14R70237247,True,False,True,Case 1
14R70237250,True,False,True,Case 1
14R70237251,True,False,True,Case 1
14R70237252,True,False,True,Case 1
14R70237254,True,False,True,Case 1
14R70237256,True,False,True,Case 1
14R70237259,True,False,True,Case 1
14R70237260,True,False,True,Case 1
14R70237261,True,False,True,Case 1
14R70237262,True,False,True,Case 1
14R70237263,True,False,True,Case 1
14R70237264,True,False,True,Case 1
14R70237267,True,False,True,Case 1
14R70237268,True,False,True,Case 1
14R70237269,True,False,True,Case 1
14R70237271,True,False,True,Case 1
14R70237273,True,False,True,Case 1
14R70237278,True,False,True,Case 1
14R70237279,True,False,True,Case 1
14R70237280,True,False,True,Case 1
14R70237281,True,False,True,Case 1
14R70237284,True,False,True,Case 1
14R70237288,True,False,True,Case 1
14R70237292,True,False,True,Case 1
14R70237294,True,False,True,Case 1
14R70237295,True,False,True,Case 1
14R70237301,True,False,True,Case 1
14R70237303,True,False,True,Case 1
14R70237304,True,False,True,Case 1
14R70237305,True,False,True,Case 1
14R70237306,True,False,True,Case 1
14R70237307,True,False,True,Case 1
14R70237309,True,False,True,Case 1
14R70237310,True,False,True,Case 1
14R70237312,True,False,True,Case 1
14R70237313,True,False,True,Case 1
14R70237314,True,False,True,Case 1
14R70237316,True,False,True,Case 1
14R70237320,True,False,True,Case 1
14R70237321,True,False,True,Case 1
14R70237322,True,False,True,Case 1
14R70237323,True,False,True,Case 1
14R70237324,True,False,True,Case 1
14R70237326,True,False,True,Case 1
14R70237327,True,False,True,Case 1
14R70237328,True,False,True,Case 1
14R70237329,True,False,True,Case 1
14R70237330,True,False,True,Case 1
14R70237331,True,False,True,Case 1
14R70237335,True,False,True,Case 1
14R70237336,True,False,True,Case 1
14R70237337,True,False,True,Case 1
14R70237339,True,False,True,Case 1
14R70237340,True,False,True,Case 1
14R70237342,True,False,True,Case 1
14R70237343,True,False,True,Case 1
14R70237344,True,False,True,Case 1
14R70237353,True,False,True,Case 1
14R70237354,True,False,True,Case 1
14R70237355,True,False,True,Case 1
14R70237356,True,False,True,Case 1
14R70237357,True,False,True,Case 1
14R70237359,True,False,True,Case 1
14R70237360,True,False,True,Case 1
14R70237362,True,False,True,Case 1
14R70237363,True,False,True,Case 1
14R70237365,True,False,True,Case 1
14R70237366,True,False,True,Case 1
14R70237367,True,False,True,Case 1
14R70237368,True,False,True,Case 1
14R70237369,True,False,True,Case 1
14R70237370,True,False,True,Case 1
14R70237371,True,False,True,Case 1
14R70237373,True,False,True,Case 1
14R70237374,True,False,True,Case 1
14R70237375,True,False,True,Case 1
14R70237376,True,False,True,Case 1
14R70237378,True,False,True,Case 1
14R70237380,True,False,True,Case 1
14R70237381,True,False,True,Case 1
14R70237382,True,False,True,Case 1
14R70237383,True,False,True,Case 1
14R70237384,True,False,True,Case 1
14R70237385,True,False,True,Case 1
14R70237386,True,False,True,Case 1
14R70237388,True,False,True,Case 1
14R70237389,True,False,True,Case 1
14R70237390,True,False,True,Case 1
14R70237391,True,False,True,Case 1
14R70237392,True,False,True,Case 1
14R70237393,True,False,True,Case 1
14R70237394,True,False,True,Case 1
14R70237400,True,False,True,Case 1
14R70237401,True,False,True,Case 1
14R70237402,True,False,True,Case 1
14R70237403,True,False,True,Case 1
14R70237412,True,False,True,Case 1
14R70237413,True,False,True,Case 1
14R70237414,True,False,True,Case 1
14R70237415,True,False,True,Case 1
14R70237416,True,False,True,Case 1
14R70237419,True,False,True,Case 1
14R70237420,True,False,True,Case 1
14R70237421,True,False,True,Case 1
14R70237422,True,False,True,Case 1
14R70237423,True,False,True,Case 1
14R70237424,True,False,True,Case 1
14R70237426,True,False,True,Case 1
14R70237427,True,False,True,Case 1
14R70237429,True,False,True,Case 1
14R70237430,True,False,True,Case 1
14R70237431,True,False,True,Case 1
14R70237433,True,False,True,Case 1
14R70237434,True,False,True,Case 1
14R70237437,True,False,True,Case 1
14R70237438,True,False,True,Case 1
14R70237439,True,False,True,Case 1
14R70237440,True,False,True,Case 1
14R70237441,True,False,True,Case 1
14R70237442,True,False,True,Case 1
14R70237444,True,False,True,Case 1
14R70237445,True,False,True,Case 1
14R70237448,True,False,True,Case 1
14R70237449,True,False,True,Case 1
14R70237450,True,False,True,Case 1
14R70237481,True,False,True,Case 1
14R70237494,True,False,True,Case 1
14R70237495,True,False,True,Case 1
14R70237497,True,False,True,Case 1
14R70237498,True,False,True,Case 1
14R70237500,True,False,True,Case 1
14R70237501,True,False,True,Case 1
14R70237503,True,False,True,Case 1
14R70237515,True,False,True,Case 1
14R70237529,True,False,True,Case 1
14R70237530,True,False,True,Case 1
14R70237537,True,False,True,Case 1
14R70237538,True,False,True,Case 1
14R70237539,True,False,True,Case 1
14R70237541,True,False,True,Case 1
14R70237551,True,False,True,Case 1
14R70237557,True,False,True,Case 1
14R70237559,True,False,True,Case 1
17R70120469,True,True,False,Case 1
17R70120606,True,False,True,Case 1
17R70120670,True,False,True,Case 1
17R70120711,True,False,True,Case 1
17R70120758,True,True,False,Case 1
17R70120778,True,False,True,Case 1
17R70120795,True,False,True,Case 1
17R70120861,True,False,True,Case 1
17R70120992,True,False,True,Case 1
17R70121103,True,False,True,Case 1
17R70121159,True,False,True,Case 1
17R70121222,True,False,True,Case 1
17R70121259,True,False,False,Case 2
17R70121291,True,False,True,Case 1
17R70121364,True,False,True,Case 1
17R70121412,True,False,True,Case 1
17R70121769,True,False,True,Case 1
17R70121859,True,True,False,Case 1
17R70122769,True,False,True,Case 1
17R70123273,True,False,True,Case 1
17R70123834,True,False,True,Case 1
17R70123988,True,False,True,Case 1
17R70124197,True,True,False,Case 1
17R70124532,True,False,True,Case 1
17R70124533,True,False,True,Case 1
17R70124555,True,True,False,Case 1
17R70124817,True,False,True,Case 1
17R70124980,True,True,False,Case 1
17R70125635,True,False,True,Case 1
17R70125663,True,True,False,Case 1
17R70125666,True,True,False,Case 1
17R70125800,True,False,True,Case 1
17R70125906,True,False,True,Case 1
17R70125925,True,False,True,Case 1
17R70125949,True,False,False,Case 2
17R70126236,True,False,True,Case 1
17R70126710,True,False,True,Case 1
17R70126711,True,False,True,Case 1
17R70127747,True,False,False,Case 2
17R70128762,True,False,True,Case 1
17R70128933,True,False,True,Case 1
17R70129106,True,False,True,Case 1
17R70129169,True,False,True,Case 1
17R70129777,True,False,False,Case 2
17R70129809,True,False,False,Case 2
17R70129830,True,False,False,Case 2
17R70129864,True,False,False,Case 2
17R70129867,True,False,False,Case 2
17R70131007,True,True,False,Case 1
17R70131053,True,True,False,Case 1
17R70131156,True,False,False,Case 2
17R70131160,True,False,True,Case 1
17R70131529,True,False,True,Case 1
24R70009938,True,True,False,Case 1
24R70010124,True,False,True,Case 1
24R70010257,True,False,False,Case 2
24R70010268,True,False,False,Case 2
24R70010285,True,False,False,Case 2
24R70010478,True,False,True,Case 1
24R70010569,True,False,False,Case 2
24R70010582,True,False,False,Case 2
24R70010639,True,False,True,Case 1
24R70010832,True,False,True,Case 1
24R70010897,True,False,False,Case 2
24R70010905,True,False,False,Case 2
24R70010915,True,False,False,Case 2
24R70010929,True,False,False,Case 2
24R70010930,True,False,False,Case 2
24R70010971,True,False,False,Case 2
24R70010972,True,False,False,Case 2
24R70010996,True,False,True,Case 1
24R70010997,True,False,True,Case 1
24R70011017,True,False,True,Case 1
24R70011037,True,False,True,Case 1
24R70011038,True,False,True,Case 1
24R70011044,True,True,False,Case 1
24R70011109,True,False,True,Case 1
24R70011111,True,False,True,Case 1
24R70011113,True,False,False,Case 2
24R70011325,True,False,False,Case 2
24R70011370,True,False,True,Case 1
24R70011640,True,False,False,Case 2
24R70011643,True,False,False,Case 2
24R70011650,True,False,False,Case 2
24R70011754,True,False,True,Case 1
24R70011766,True,False,True,Case 1
24R70011853,True,False,True,Case 1
24R70011903,True,False,True,Case 1
24R70011965,True,False,True,Case 1
24R70011974,True,False,True,Case 1
24R70011981,True,False,True,Case 1
24R70012073,True,False,True,Case 1
24R70012076,True,False,True,Case 1
24R70012102,True,False,True,Case 1
24R70012103,True,False,True,Case 1
24R70012163,True,False,False,Case 2
24R70012184,True,False,True,Case 1
24R70012217,True,False,True,Case 1
