,cocacola,logistic_water,logistic_soda,case
24R70012401,True,False,False,Case 2
24R70012402,True,False,False,Case 2
29R70186295,True,True,False,Case 1
29R70186380,True,True,False,Case 1
29R70186381,True,True,False,Case 1
29R70186382,True,True,False,Case 1
29R70186383,True,True,False,Case 1
29R70186384,True,True,False,Case 1
29R70186385,True,True,False,Case 1
29R70186386,True,True,False,Case 1
29R70186387,True,True,False,Case 1
29R70186388,True,True,False,Case 1
29R70186389,True,True,False,Case 1
29R70186390,True,True,False,Case 1
29R70186391,True,True,False,Case 1
29R70186392,True,True,False,Case 1
29R70186393,True,True,False,Case 1
29R70186394,True,True,False,Case 1
29R70186395,True,True,False,Case 1
29R70186396,True,True,False,Case 1
29R70186397,True,True,False,Case 1
29R70186398,True,True,False,Case 1
29R70186399,True,True,False,Case 1
29R70186400,True,True,False,Case 1
29R70186401,True,True,False,Case 1
29R70186402,True,True,False,Case 1
29R70186403,True,True,False,Case 1
29R70186404,True,True,False,Case 1
29R70186405,True,True,False,Case 1
29R70186406,True,True,False,Case 1
29R70186407,True,True,False,Case 1
29R70186408,True,True,False,Case 1
29R70186409,True,True,False,Case 1
29R70186410,True,True,False,Case 1
29R70186411,True,True,False,Case 1
29R70186412,True,True,False,Case 1
29R70186413,True,True,False,Case 1
29R70186414,True,True,False,Case 1
29R70186415,True,True,False,Case 1
29R70186416,True,True,False,Case 1
29R70186417,True,True,False,Case 1
29R70186418,True,True,False,Case 1
29R70186419,True,True,False,Case 1
29R70186420,True,True,False,Case 1
29R70186421,True,False,False,Case 2
29R70186422,True,True,False,Case 1
29R70186423,True,True,False,Case 1
29R70186424,True,True,False,Case 1
29R70186425,True,True,False,Case 1
29R70186426,True,True,False,Case 1
29R70186427,True,True,False,Case 1
29R70186428,True,True,False,Case 1
29R70186429,True,True,False,Case 1
29R70186430,True,True,False,Case 1
29R70186431,True,True,False,Case 1
29R70186432,True,True,False,Case 1
29R70186433,True,True,False,Case 1
29R70186434,True,True,False,Case 1
29R70186435,True,True,False,Case 1
29R70186454,True,True,False,Case 1
29R70186455,True,True,False,Case 1
29R70186456,True,True,False,Case 1
29R70186457,True,True,False,Case 1
29R70186458,True,True,False,Case 1
29R70186459,True,False,False,Case 2
29R70186460,True,True,False,Case 1
29R70186461,True,True,False,Case 1
29R70186462,True,True,False,Case 1
29R70186463,True,True,False,Case 1
29R70186464,True,True,False,Case 1
29R70186465,True,True,False,Case 1
29R70186466,True,False,False,Case 2
29R70186467,True,True,False,Case 1
29R70186468,True,True,False,Case 1
29R70186469,True,True,False,Case 1
29R70186470,True,True,False,Case 1
29R70186471,True,True,False,Case 1
29R70186472,True,True,False,Case 1
29R70186473,True,True,False,Case 1
29R70186474,True,True,False,Case 1
29R70186475,True,True,False,Case 1
29R70186476,True,True,False,Case 1
29R70186477,True,True,False,Case 1
29R70186478,True,True,False,Case 1
29R70186479,True,True,False,Case 1
29R70186480,True,True,False,Case 1
29R70186481,True,True,False,Case 1
29R70186482,True,True,False,Case 1
29R70186483,True,True,False,Case 1
29R70186484,True,True,False,Case 1
29R70186485,True,True,False,Case 1
29R70186486,True,True,False,Case 1
29R70186487,True,True,False,Case 1
29R70186488,True,True,False,Case 1
29R70186489,True,True,False,Case 1
29R70186490,True,True,False,Case 1
29R70186497,True,True,False,Case 1
29R70186500,True,True,False,Case 1
29R70186501,True,True,False,Case 1
29R70186502,True,True,False,Case 1
29R70186503,True,True,False,Case 1
29R70186504,True,True,False,Case 1
29R70186505,True,True,False,Case 1
29R70186506,True,True,False,Case 1
29R70186507,True,False,False,Case 2
29R70186508,True,False,False,Case 2
29R70186509,True,True,False,Case 1
29R70186510,True,True,False,Case 1
29R70186511,True,True,False,Case 1
29R70186512,True,True,False,Case 1
29R70186513,True,False,False,Case 2
29R70186514,True,True,False,Case 1
29R70186515,True,True,False,Case 1
29R70186516,True,False,False,Case 2
29R70186517,True,True,False,Case 1
29R70186518,True,True,False,Case 1
29R70186519,True,True,False,Case 1
29R70186520,True,True,False,Case 1
29R70186521,True,True,False,Case 1
29R70186522,True,True,False,Case 1
29R70186523,True,True,False,Case 1
29R70186524,True,True,False,Case 1
29R70186525,True,True,False,Case 1
29R70186526,True,True,False,Case 1
29R70186527,True,True,False,Case 1
29R70186528,True,True,False,Case 1
29R70186529,True,False,False,Case 2
29R70186530,True,True,False,Case 1
29R70186531,True,True,False,Case 1
29R70186532,True,True,False,Case 1
29R70186533,True,False,False,Case 2
29R70186534,True,True,False,Case 1
29R70186535,True,True,False,Case 1
29R70186536,True,True,False,Case 1
29R70186537,True,True,False,Case 1
29R70186538,True,True,False,Case 1
29R70186539,True,True,False,Case 1
29R70186540,True,True,False,Case 1
29R70186541,True,True,False,Case 1
29R70186542,True,True,False,Case 1
29R70186543,True,True,False,Case 1
29R70186544,True,True,False,Case 1
29R70186545,True,True,False,Case 1
29R70186546,True,True,False,Case 1
29R70186547,True,True,False,Case 1
29R70186548,True,True,False,Case 1
29R70186549,True,True,False,Case 1
29R70186550,True,True,False,Case 1
29R70186551,True,True,False,Case 1
29R70186552,True,True,False,Case 1
29R70186553,True,True,False,Case 1
29R70186554,True,True,False,Case 1
29R70186555,True,True,False,Case 1
29R70186559,True,True,False,Case 1
29R70186561,True,True,False,Case 1
29R70186566,True,True,False,Case 1
29R70186567,True,True,False,Case 1
29R70186568,True,True,False,Case 1
29R70186569,True,True,False,Case 1
29R70186570,True,True,False,Case 1
29R70186571,True,True,False,Case 1
29R70186572,True,True,False,Case 1
29R70186573,True,True,False,Case 1
29R70186574,True,True,False,Case 1
29R70186575,True,True,False,Case 1
29R70186576,True,False,False,Case 2
29R70186577,True,True,False,Case 1
29R70186578,True,True,False,Case 1
29R70186579,True,True,False,Case 1
29R70186580,True,True,False,Case 1
29R70186581,True,True,False,Case 1
29R70186582,True,True,False,Case 1
29R70186583,True,True,False,Case 1
29R70186584,True,True,False,Case 1
29R70186585,True,True,False,Case 1
29R70186586,True,True,False,Case 1
29R70186587,True,True,False,Case 1
29R70186588,True,True,False,Case 1
29R70186589,True,True,False,Case 1
29R70186590,True,True,False,Case 1
29R70186591,True,True,False,Case 1
29R70186592,True,True,False,Case 1
29R70186593,True,True,False,Case 1
29R70186594,True,True,False,Case 1
29R70186595,True,True,False,Case 1
29R70186596,True,True,False,Case 1
29R70186597,True,True,False,Case 1
29R70186598,True,True,False,Case 1
29R70186599,True,True,False,Case 1
29R70186600,True,True,False,Case 1
29R70186601,True,True,False,Case 1
29R70186602,True,True,False,Case 1
29R70186603,True,True,False,Case 1
29R70186610,True,True,False,Case 1
29R70186611,True,False,False,Case 2
29R70186612,True,True,False,Case 1
29R70186613,True,True,False,Case 1
29R70186614,True,True,False,Case 1
29R70186615,True,True,False,Case 1
29R70186616,True,True,False,Case 1
29R70186617,True,True,False,Case 1
29R70186618,True,True,False,Case 1
29R70186619,True,True,False,Case 1
29R70186620,True,True,False,Case 1
29R70186621,True,True,False,Case 1
29R70186622,True,True,False,Case 1
29R70186624,True,True,False,Case 1
29R70186625,True,True,False,Case 1
29R70186626,True,True,False,Case 1
29R70186627,True,True,False,Case 1
29R70186628,True,True,False,Case 1
29R70186629,True,True,False,Case 1
29R70186630,True,True,False,Case 1
29R70186631,True,True,False,Case 1
29R70186633,True,True,False,Case 1
29R70186634,True,True,False,Case 1
29R70186635,True,True,False,Case 1
29R70186636,True,True,False,Case 1
29R70186637,True,True,False,Case 1
29R70186638,True,True,False,Case 1
29R70186639,True,True,False,Case 1
29R70186640,True,True,False,Case 1
29R70186641,True,True,False,Case 1
29R70186642,True,True,False,Case 1
29R70186643,True,True,False,Case 1
29R70186644,True,True,False,Case 1
29R70186645,True,True,False,Case 1
29R70186646,True,True,False,Case 1
29R70186647,True,True,False,Case 1
29R70186648,True,True,False,Case 1
29R70186649,True,True,False,Case 1
29R70186650,True,True,False,Case 1
29R70186651,True,True,False,Case 1
29R70186652,True,True,False,Case 1
29R70186653,True,True,False,Case 1
29R70186657,True,True,False,Case 1
29R70186660,True,True,False,Case 1
29R70186661,True,True,False,Case 1
29R70186662,True,True,False,Case 1
29R70186670,True,True,False,Case 1
29R70186671,True,True,False,Case 1
29R70186672,True,True,False,Case 1
29R70186673,True,True,False,Case 1
29R70186674,True,True,False,Case 1
29R70186675,True,True,False,Case 1
29R70186676,True,True,False,Case 1
29R70186677,True,True,False,Case 1
29R70186678,True,True,False,Case 1
29R70186679,True,True,False,Case 1
29R70186680,True,True,False,Case 1
29R70186681,True,True,False,Case 1
29R70186682,True,True,False,Case 1
29R70186683,True,True,False,Case 1
29R70186684,True,True,False,Case 1
29R70186685,True,True,False,Case 1
29R70186686,True,True,False,Case 1
29R70186687,True,True,False,Case 1
29R70186688,True,True,False,Case 1
29R70186689,True,True,False,Case 1
29R70186690,True,True,False,Case 1
29R70186691,True,True,False,Case 1
29R70186692,True,True,False,Case 1
29R70186693,True,True,False,Case 1
29R70186694,True,True,False,Case 1
29R70186695,True,True,False,Case 1
29R70186696,True,True,False,Case 1
29R70186697,True,True,False,Case 1
29R70186698,True,True,False,Case 1
29R70186699,True,True,False,Case 1
29R70186700,True,True,False,Case 1
29R70186701,True,True,False,Case 1
29R70186702,True,True,False,Case 1
29R70186703,True,True,False,Case 1
29R70186708,True,True,False,Case 1
29R70186712,True,True,False,Case 1
29R70186713,True,True,False,Case 1
29R70186714,True,True,False,Case 1
29R70186715,True,True,False,Case 1
29R70186716,True,True,False,Case 1
29R70186717,True,True,False,Case 1
29R70186718,True,True,False,Case 1
29R70186719,True,True,False,Case 1
29R70186720,True,True,False,Case 1
29R70186721,True,True,False,Case 1
29R70186722,True,True,False,Case 1
29R70186723,True,True,False,Case 1
29R70186724,True,True,False,Case 1
29R70186725,True,True,False,Case 1
29R70186726,True,True,False,Case 1
29R70186727,True,True,False,Case 1
29R70186728,True,True,False,Case 1
29R70186729,True,True,False,Case 1
29R70186730,True,True,False,Case 1
29R70186731,True,True,False,Case 1
29R70186732,True,True,False,Case 1
29R70186733,True,True,False,Case 1
29R70186734,True,True,False,Case 1
29R70186735,True,True,False,Case 1
29R70186736,True,True,False,Case 1
29R70186737,True,True,False,Case 1
29R70186738,True,True,False,Case 1
29R70186739,True,True,False,Case 1
29R70186740,True,True,False,Case 1
29R70186741,True,True,False,Case 1
29R70186742,True,True,False,Case 1
29R70186743,True,True,False,Case 1
29R70186744,True,True,False,Case 1
29R70186745,True,True,False,Case 1
29R70186746,True,True,False,Case 1
29R70186747,True,True,False,Case 1
29R70186748,True,True,False,Case 1
29R70186749,True,True,False,Case 1
29R70186750,True,True,False,Case 1
29R70186751,True,True,False,Case 1
29R70186756,True,True,False,Case 1
29R70186757,True,True,False,Case 1
29R70186761,True,True,False,Case 1
29R70186762,True,True,False,Case 1
29R70186763,True,True,False,Case 1
29R70186764,True,True,False,Case 1
29R70186765,True,True,False,Case 1
29R70186766,True,True,False,Case 1
29R70186767,True,True,False,Case 1
29R70186768,True,True,False,Case 1
29R70186769,True,True,False,Case 1
29R70186770,True,True,False,Case 1
29R70186771,True,True,False,Case 1
29R70186772,True,True,False,Case 1
29R70186773,True,True,False,Case 1
29R70186774,True,True,False,Case 1
29R70186775,True,True,False,Case 1
29R70186776,True,True,False,Case 1
29R70186777,True,True,False,Case 1
29R70186778,True,True,False,Case 1
29R70186779,True,True,False,Case 1
29R70186780,True,True,False,Case 1
29R70186781,True,True,False,Case 1
29R70186782,True,True,False,Case 1
29R70186783,True,True,False,Case 1
29R70186784,True,True,False,Case 1
29R70186785,True,True,False,Case 1
29R70186786,True,True,False,Case 1
29R70186787,True,True,False,Case 1
29R70186788,True,True,False,Case 1
29R70186789,True,True,False,Case 1
29R70186790,True,True,False,Case 1
29R70186791,True,True,False,Case 1
29R70186792,True,True,False,Case 1
29R70186793,True,True,False,Case 1
29R70186794,True,True,False,Case 1
29R70186795,True,True,False,Case 1
29R70186796,True,True,False,Case 1
29R70186797,True,True,False,Case 1
29R70186798,True,True,False,Case 1
29R70186803,True,True,False,Case 1
29R70186808,True,True,False,Case 1
29R70186809,True,True,False,Case 1
29R70186812,True,True,False,Case 1
29R70186813,True,True,False,Case 1
29R70186814,True,True,False,Case 1
29R70186815,True,True,False,Case 1
29R70186816,True,True,False,Case 1
29R70186817,True,True,False,Case 1
29R70186818,True,True,False,Case 1
29R70186819,True,True,False,Case 1
29R70186820,True,True,False,Case 1
29R70186821,True,True,False,Case 1
29R70186822,True,True,False,Case 1
29R70186824,True,True,False,Case 1
29R70186825,True,True,False,Case 1
29R70186826,True,True,False,Case 1
29R70186827,True,True,False,Case 1
29R70186828,True,True,False,Case 1
29R70186829,True,True,False,Case 1
29R70186830,True,True,False,Case 1
29R70186831,True,True,False,Case 1
29R70186832,True,True,False,Case 1
29R70186833,True,True,False,Case 1
29R70186834,True,True,False,Case 1
29R70186835,True,True,False,Case 1
29R70186836,True,True,False,Case 1
29R70186837,True,True,False,Case 1
29R70186838,True,True,False,Case 1
29R70186839,True,True,False,Case 1
29R70186840,True,True,False,Case 1
29R70186841,True,True,False,Case 1
29R70186842,True,True,False,Case 1
29R70186843,True,True,False,Case 1
29R70186844,True,True,False,Case 1
29R70186845,True,True,False,Case 1
29R70186857,True,True,False,Case 1
29R70186858,True,True,False,Case 1
29R70186859,True,True,False,Case 1
29R70186860,True,True,False,Case 1
29R70186861,True,True,False,Case 1
29R70186862,True,True,False,Case 1
29R70186863,True,True,False,Case 1
29R70186864,True,True,False,Case 1
29R70186865,True,True,False,Case 1
29R70186866,True,True,False,Case 1
29R70186867,True,True,False,Case 1
29R70186868,True,True,False,Case 1
29R70186869,True,True,False,Case 1
29R70186870,True,True,False,Case 1
29R70186871,True,True,False,Case 1
29R70186872,True,True,False,Case 1
29R70186873,True,True,False,Case 1
29R70186874,True,True,False,Case 1
29R70186875,True,True,False,Case 1
29R70186876,True,True,False,Case 1
29R70186877,True,True,False,Case 1
29R70186878,True,True,False,Case 1
29R70186879,True,True,False,Case 1
29R70186880,True,True,False,Case 1
29R70186881,True,True,False,Case 1
29R70186882,True,True,False,Case 1
29R70186883,True,True,False,Case 1
29R70186884,True,True,False,Case 1
29R70186885,True,True,False,Case 1
29R70186886,True,True,False,Case 1
29R70186887,True,True,False,Case 1
29R70186888,True,True,False,Case 1
29R70186889,True,True,False,Case 1
29R70186890,True,True,False,Case 1
29R70186891,True,True,False,Case 1
29R70186892,True,True,False,Case 1
29R70186893,True,True,False,Case 1
29R70186894,True,True,False,Case 1
29R70186895,True,True,False,Case 1
29R70186896,True,True,False,Case 1
29R70186897,True,True,False,Case 1
29R70186898,True,True,False,Case 1
29R70186899,True,True,False,Case 1
29R70186900,True,True,False,Case 1
29R70186901,True,True,False,Case 1
29R70186902,True,True,False,Case 1
29R70186903,True,True,False,Case 1
29R70186904,True,True,False,Case 1
29R70186905,True,True,False,Case 1
29R70186906,True,True,False,Case 1
29R70186907,True,True,False,Case 1
29R70186908,True,True,False,Case 1
29R70186909,True,True,False,Case 1
29R70186910,True,True,False,Case 1
29R70186911,True,True,False,Case 1
29R70186912,True,True,False,Case 1
29R70186913,True,True,False,Case 1
29R70186914,True,True,False,Case 1
29R70186915,True,True,False,Case 1
29R70186916,True,True,False,Case 1
29R70186917,True,True,False,Case 1
29R70186918,True,True,False,Case 1
29R70186930,True,True,False,Case 1
29R70186933,True,True,False,Case 1
29R70186935,True,True,False,Case 1
29R70186942,True,True,False,Case 1
29R70186943,True,True,False,Case 1
29R70186944,True,True,False,Case 1
29R70186945,True,True,False,Case 1
29R70186946,True,True,False,Case 1
29R70186947,True,True,False,Case 1
29R70186948,True,True,False,Case 1
29R70186949,True,True,False,Case 1
